Final deadline for early registration fee,Camera-ready papers,Final decision notification,Presentation drafts submission deadline,Notification of Event,Submission deadline (Extended),Notification of acceptance/rejection,Tutorials,Decision on Abstracts,Notification of Paper Acceptance or Rejection,Notification of acceptance,Early Bird Registration,Special issue completed,Download CFP,Camera Ready and Registration Due:,Full papers submission Deadline,Workshop proposals,Demo submission deadline,Author Notification,Facebook,Event venue,Extended submission deadline,Camera ready deadline,Notification of acceptance of papers,Co-located event proposal deadline,Abstract registration deadline,Version finale,Notification to authors of acceptance,Notification aux auteurs,Deadline for Covering a Conference Fee,Paper notification,Camera-ready copies,Notification of paper acceptance,Departure date,First round review due,Camera-ready copies due,Final Drafts Submitted,Early bird registration,Camera-ready and Registration,Last Date of Registration,Chief Guest,Camera Ready Final Drafts Due,Acceptance decision,Full Chapter Submission Deadline (Extended),Public day (open),Maps and posters track submission deadline,Camera Ready Version,Word template for submissions,Last date of Registration,Maps and posters track abstract submission deadline,Arrival date,General Chair :,Camera-ready,Final papers for post-proceedings,Acceptance Date:,Technical Program Committee Chair,Main conference track submission deadline,Second Deadline Submission,Camera-ready submission,Submission of final papers,Demo submissions,Revised papers,Final papers submission and registration,Result announcement,Paper Camera-ready version due,Galgotias Univerity,Link,GALA Video Submissions,Posters,Extension deadline,Abstract/Paper Submission Deadline for the Second Phase,(Early bird registration deadline) Confirmation of attendance,Acceptance/reject letters,Abstract/Paper Submission Deadline for the First Phase,Submission,Main conference track community voting opens,Camera-Ready papers,Notification for authors,Demo abstract submission deadline,Notification date,Registration,Camera-ready paper due,Regular Submissions Open Till,Notification to authors,Author Decision Notification,Date of Registration,Camera-ready Submission,Camera-ready version of papers,Camera ready,Camera ready due,Final submission in camera ready format,Notification,Submission of full paper for final review,Demo abstract notification of acceptance,Conference website,Acceptance notification,Technical co Sponsorship,Camera-ready Due,Posters Deadline,Extended submission,Demo abstract registration and payment due,Location:,Registration deadline,Final version of paper and fee deadline,ISPDC-2018:,Presentations Due,Abstract submission deadline,Abstract Submission Deadline,Registration Opening,Notification Date,Submission link,Academic track abstract submission deadline,Final version of paper submission,Notification of review comments,Demo abstract camera-ready version due,Final Paper,Final acceptance decisions,Authors Notification,Final Camera Ready Paper with Author Registration,Installing day,Camera Ready Paper Submission Date,Receipt of Revised Full Paper,Deadline for Camera Ready Version,Main conference track community voting closes,Camera-ready for pre-proceedings,Paper Notification of acceptance,Posters and Lightning talks,Final version deadline,Return of final review,General Chair,Camera ready paper submission deadline,Artifact submission deadline,Extended to this new date,Submission of full papers,Submission deadline,Panel Session Proposals,Academic track camera ready paper for the Proceedings,Final abstract due,Academic track acceptance notice,Demonstration / Poster deadline,Early registration,Tutorial Chair,Registration fee submission,Extension of abstract registration deadline,Professional Day (open),Submission Link,Workshop tracks proposal submission deadline,Paper notification deadline,Registration Due,Main conference track accepted presentations announced,"Final Papers, Signed Copyright Due",Poster,Mathematics and Computing,Camera-ready Paper Due,Industry Track Submissions,Short Paper Deadline,Last date of receiving CRC,Deadline for short papers,Camera ready papers due,Acceptance Notification,"Proposals for workshops, special sessions, tutorials",Paper Registration and payment due,Industry Tracks,Acceptance of Paper,2nd Extension Deadline,Early bird registration deadline,To submit the Latest Version of the Research Paper,Final versions,Revised versions of chapters,Camera-ready copy due,Twitter,Camera-ready deadline,Decisions announced,Full Paper Submission Deadline,Camera Ready,Tutorial proposal deadline,Posters/Short Paper Submission Due,Camera-ready version,Submit Full Paper,Registration and fee transfer deadline,Extended Submission Deadline,Abstract/Paper Submission Deadline for the Third Phase,Camera ready copies due,Author notification,Acceptance and Notification,Final Paper Submission Date,Camera ready papers,Paper Submission deadline,Author Notifications distributed
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICBIS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icbis.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icbis2018,,,,,,,,,,,,,,,,,,,,,,,,"January 30, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICBDT2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icbdt.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 30, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICCIT-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://iccit.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=iccit2018,,,,,,,,,,,,,,,,,,,,,,,,"January 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICCDE2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://iccde.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=iccde2018,,,,,,,,,,,,,,,,,,,,,,,,"February 10, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ESIDA2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sites.google.com/view/esida2018/home,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=esida2018,,,,,,,,,,,,,,,,,,,,,,,,"December 17, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"January 22, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/minisydmis2018,,,,,,,,,,,,,,,,,,,,,,,,,"January 8, 2018",,,https://www.mit.bme.hu/eng/kutatas/miniszimpozium/callforpapers,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=minisydmis2018,,,,,,,,,,,,,,,,,,,,,,,,"January 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/SEBDS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 28, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/metrid2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://project.inria.fr/metrid2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=metrid2018,,,,,,,,,,,,,,,,,,,,,,,,"January 28, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"December 18, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/persfeedback-lak18,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sites.google.com/view/pfeedback-lak18/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=persfeedbacklak18,,,,,,,,,,,,,,,,,,,,,,,,"February 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"February 1, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 1, 2018",,https://easychair.org/cfp/ITST2018,,,,,,,,,,,,"June 1, 2018",,,,,,,,,,,,,,,"June 22, 2018",http://www.itst2018.org/,,,,,,"July 15, 2018",,,,,,,,,,https://easychair.org/conferences/?conf=itst2018,,,,"July 15, 2018",,,,,,,,,,,"May 1, 2018",,,,,,,,,"February 1, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,"June 1, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"January 20, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/mhdw2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://conferences.cwa.gr/mhdw2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=mhdw2018,,,,,,,,,,,,,,,,,,,,,,,,"February 1, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICCDM2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://iccdm.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=iccdm2018,,,,,,,,,,,,,,,,,,,,,,,,"February 20, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"February 19, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/evotingphd2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://secuso.org/phdcolloquium,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=evotingphd2018,,,,,,,,,,,,,,,,,,,,,,,,"February 9, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"February 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/iupt2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://hud-cs-research.github.io/iupt2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=iupt2018,,,,,,,,,,,,,,,,,,,,,,,,"February 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICBDC2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icbdc.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icbdc2018,,,,,,,,,,,,,,,,,,,,,,,,"February 20, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICMSSP2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icmssp.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icmssp2018,,,,,,,,,,,,,,,,,,,,,,,,"February 20, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICMAI2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icmai.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icmai2018,,,,,,,,,,,,,,,,,,,,,,,,"February 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICCCBDA2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.icccbd.com/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icccbda2018,,,,,,,,,,,,,,,,,,,,,,,,"February 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/HP3C-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hp3c.net/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=hp3c2018,,,,,,,,,,,,,,,,,,,,,,,,"January 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICMLC2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icmlc.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icmlc2018,,,,,,,,,,,,,,,,,,,,,,,,"January 20, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/AICS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www-personal.umich.edu/~arunesh/AICS2018/index.html,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=aics2018,,,,,,,,,,,,,,,,,,,,,,,,"November 3, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/TALT18,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bdca-conf.org/?page_id=367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 21, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/BeyondMR2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sites.google.com/site/beyondmr2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=beyondmr2018,,,,,,,,,,,,,,,,,,,,,,,,"February 16, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"February 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICDM-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.data-mining-forum.de/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icdm2018,,,,,,,,,,,,,,,,,,,,,,,,"February 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/AISB18-CyberSecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sspedi.co.uk/aisb2018,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=aisb18cybersecurity,,,,,,,,,,,,,,,,,,,,,,,,"January 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"February 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/MLDM2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.mldm.de/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=mldm2018,,,,,,,,,,,,,,,,,,,,,,,,"February 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICBDM2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icbdm.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icbdm2018,,,,,,,,,,,,,,,,,,,,,,,,"December 20, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICSCA2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icsca.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icsca2018,,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICMSS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icmss.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icmss2018,,,,,,,,,,,,,,,,,,,,,,,,"November 10, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICSLT2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icslt.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icslt2018,,,,,,,,,,,,,,,,,,,,,,,,"November 15, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICIMP2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icimp.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icimp2018,,,,,,,,,,,,,,,,,,,,,,,,"November 15, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICICCT-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.jimsindia.org/icicct2018/index.aspx,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icicct2018,,,,,,,,,,,,,,,,,,,,,,,,"December 31, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/CAMP18,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://camp18.pecamp.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=camp18,,,,,,,,,,,,,,,,,,,,,,,,"November 30, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICAISE2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icaise.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icaise2018,,,,,,,,,,,,,,,,,,,,,,,,"February 20, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICDIP2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icdip.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icdip2018,,,,,,,,,,,,,,,,,,,,,,,,"February 10, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICCCS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icccs.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icccs2018,,,,,,,,,,,,,,,,,,,,,,,,"March 1, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICISS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://iciss.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=iciss2018,,,,,,,,,,,,,,,,,,,,,,,,"March 1, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICEEN2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://iceen.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=iceen2018,,,,,,,,,,,,,,,,,,,,,,,,"January 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/hbu2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cmpe.boun.edu.tr/hbu/2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=hbu2018,,,,,,,,,,,,,,,,,,,,,,,,"January 28, 2018",,,,,,,,,,,,,,,,,download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICNCT2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icnct.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icnct2018,,,,,,,,,,,,,,,,,,,,,,,,"January 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICIGP2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icigp.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icigp2018,,,,,,,,,,,,,,,,,,,,,,,,"January 1, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"November 20, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/JCC2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jointcloud.github.io/jcc2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=jcc2018,,,,,,,,,,,,,,,,,,,,,,,,"December 1, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"March 2, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/FRUCT22,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.fruct.org/conference22,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=fruct22,,,,,,,,,,,,,,,,,,,,,,,,"March 2, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/AISTECS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://mpsoc.unife.it/~aistecs/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=aistecs20170,,,,,,,,,,,,,,,,,,,,,,,,"December 1, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/lassy2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://2018.programming-conference.org/track/LASSY-2018-papers,,,,,"January 19, 2018",,,,,,,,,,,https://easychair.org/conferences/?conf=lassy2018,,,,,,,,,,,,,,,,,,,,,,,,"January 12, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/lion12,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.caopt.com/LION12/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=lion12,,,,,,,,,,,,,,"February 25, 2018",,,,,,,,,,"January 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 15, 2018",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICVR2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icvr.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icvr2018,,,,,,,,,,,,,,,,,,,,,,,,"December 25, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICCBN2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://iccbn.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=iccbn2018,,,,,,,,,,,,,,,,,,,,,,,,"January 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
